Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2021,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,600,600,0
2021,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,2100,2100,0
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,520116,Parking Services Contract,Other Services and Charges,Expenditures,19000,19000,0
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,522305,Freight Charges,Other Services and Charges,Expenditures,509,509,0
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,2347,2347,0
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520103,Subrecipient Contract Services,Other Services and Charges,Expenditures,3333,3333,0
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,4,4,0
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,521404,HVAC Repair and Replacement,Other Services and Charges,Expenditures,30863,30863,0
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,10300,10300,0
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,900,900,0
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520141,Engineering Services,Other Services and Charges,Expenditures,39500,39500,0
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,522740,Interfund Police Service,Other Services and Charges,Expenditures,53600,53600,0
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,29300,29300,0
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520106,Architectural Services,Other Services and Charges,Expenditures,2000,2000,0
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520107,Computer Info/Contr,Other Services and Charges,Expenditures,101800,101800,0
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,3000,3000,0
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520725,Assessments - Other Governments,Other Services and Charges,Expenditures,34200,111000,0
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,1500,1500,0
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,1250,1250,0
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,2297,2700,0
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,578,945,0
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,5155,5155,0
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,13905,18205,0
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,6000,6000,0
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,808,808,0
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,2200,2200,0
2021,1000,General Fund,General Funds,6400,Finance,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,10000,10000,0
2021,1000,General Fund,General Funds,6400,Finance,Administrative Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,700,700,0
2021,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,134000,134000,0
2021,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,670,670,0
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,50,50,0
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,2000,2000,0
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,2000,2000,0
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,200,200,0
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,8500,8500,0
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520107,Computer Info/Contr,Other Services and Charges,Expenditures,367800,67800,0
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,93200,106800,0
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,8500,35900,0
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521725,Other Rental,Other Services and Charges,Expenditures,200000,200000,0
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521905,Legal Services,Other Services and Charges,Expenditures,25000,25000,0
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522765,Interfund Legal Services,Other Services and Charges,Expenditures,63100,63100,0
2021,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,145000,145000,0
2021,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,521905,Legal Services,Other Services and Charges,Expenditures,75000,75000,0
2021,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,3080,3080,0
2021,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,2000,2000,0
2021,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,17608,17608,0
2021,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,6000,6000,0
2021,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522795,Other Interfund Services,Other Services and Charges,Expenditures,1000,1000,0
2021,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520122,Office Equipment Services,Other Services and Charges,Expenditures,8697,8697,0
2021,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520123,Vehicle & Motor Equipment Services,Other Services and Charges,Expenditures,1030,1030,0
2021,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,7000,7000,0
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,49049,49049,0
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,10000,10000,0
2021,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,8030,8030,0
2021,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520770,Insurance Administration Fees,Other Services and Charges,Expenditures,677,677,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520106,Architectural Services,Other Services and Charges,Expenditures,205828,205828,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520112,Banking Services,Other Services and Charges,Expenditures,108,108,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,27000,27000,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520124,Other Equipment Services,Other Services and Charges,Expenditures,38500,38500,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520141,Engineering Services,Other Services and Charges,Expenditures,76062,76062,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,1000,1000,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,2000,2000,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520805,Education & Training,Other Services and Charges,Expenditures,1000,1000,0
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,521705,Equipment Rental,Other Services and Charges,Expenditures,6908,6908,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,31650,33000,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,96,96,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,40000,40000,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,200,200,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,1255,1255,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,4750,4750,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,12250,12250,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521635,Voice Services -Wireless,Other Services and Charges,Expenditures,1500,1500,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,648,648,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,936,936,0
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,1644,1644,0
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,9200,9200,0
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,11000,11000,0
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,521915,Legal Svcs - Atty Fee,Other Services and Charges,Expenditures,100000,100000,0
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,521940,Legal Svcs -Judgemt,Other Services and Charges,Expenditures,1000000,1000000,0
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520101,Janitorial Services,Other Services and Charges,Expenditures,4105,4105,0
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520122,Office Equipment Services,Other Services and Charges,Expenditures,337,337,0
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520158,Computer Equipment Maintenance Services,Other Services and Charges,Expenditures,71,71,0
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,2525,3900,0
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,1247,1247,0
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,1000,1000,0
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,700,700,0
2021,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,4850,16650,0
2021,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,36420,62920,0
2021,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,23570,23570,0
2021,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,522305,Freight Charges,Other Services and Charges,Expenditures,1000,1000,0
2021,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,1000,1000,0
2021,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,1400,1400,0
2021,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,2000,2000,0
2021,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520805,Education & Training,Other Services and Charges,Expenditures,5000,5000,0
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,33300,33300,0
2021,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,400,400,0
2021,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521705,Equipment Rental,Other Services and Charges,Expenditures,45400,120000,0
2021,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,35000,35000,0
2021,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520123,Vehicle & Motor Equipment Services,Other Services and Charges,Expenditures,1575,1575,0
2021,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520128,Other Construction Work Services,Other Services and Charges,Expenditures,20000,20000,0
2021,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520605,Advertising Services,Other Services and Charges,Expenditures,16500,16500,0
2021,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521945,Legal Svcs -Settlements,Other Services and Charges,Expenditures,10000,10000,0
2021,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520141,Engineering Services,Other Services and Charges,Expenditures,23000,23000,0
2021,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520755,Contingency,Other Services and Charges,Expenditures,743263,4000000,0
2021,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521415,Land and Grounds Maintenance,Other Services and Charges,Expenditures,2500,2500,0
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520126,Construction Site Work Services,Other Services and Charges,Expenditures,47000,92600,0
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520128,Other Construction Work Services,Other Services and Charges,Expenditures,35000,100000,0
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,25000,25000,0
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,16300,15000,0
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,15736,15736,0
2021,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,19149,19149,0
2021,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,5500,5500,0
2021,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520145,Criminal Intelligence Services,Other Services and Charges,Expenditures,50000,50000,0
2021,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,11000,11000,0
2021,2202,AssetForfeitureTreas,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,20000,20000,0
2021,2202,AssetForfeitureTreas,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520124,Other Equipment Services,Other Services and Charges,Expenditures,172945,314899,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,520120,Communications Equipment Services,Other Services and Charges,Expenditures,2403,7403,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,520126,Construction Site Work Services,Other Services and Charges,Expenditures,25929,1500,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,520133,Private Investigative Services,Other Services and Charges,Expenditures,3000,3000,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,520140,Civic Arts,Other Services and Charges,Expenditures,1999,1999,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,1100,1100,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,521435,Water Services,Other Services and Charges,Expenditures,1800,1800,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,521615,Radio Communications,Other Services and Charges,Expenditures,1000,5000,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,521725,Other Rental,Other Services and Charges,Expenditures,4380,4380,0
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,522735,Interfund Parking - HF,Other Services and Charges,Expenditures,10000,10000,0
2021,2207,MunicipalCrtTech,Special Revenue Funds,1600,Municipal Courts Department,Public Safety,521630,Enterprise Geographical Info Sys Support,Other Services and Charges,Expenditures,184,184,0
2021,2207,MunicipalCrtTech,Special Revenue Funds,1600,Municipal Courts Department,Public Safety,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,67,67,0
2021,2209,Child Safety Fund,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520110,Management Consulting Services,Other Services and Charges,Expenditures,40000,40000,0
2021,2211,Local Truancy Prevention & Diversion Fund,Special Revenue Funds,1600,Municipal Courts Department,Public Safety,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,100,100,0
2021,2211,Local Truancy Prevention & Diversion Fund,Special Revenue Funds,1600,Municipal Courts Department,Public Safety,520139,Motor Pool Charges,Other Services and Charges,Expenditures,22475,22475,0
2021,2211,Local Truancy Prevention & Diversion Fund,Special Revenue Funds,1600,Municipal Courts Department,Public Safety,520905,Travel - Training Related,Other Services and Charges,Expenditures,6000,6000,0
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520118,Refuse Disposal,Other Services and Charges,Expenditures,2200,2200,0
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,166300,166300,0
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520755,Contingency,Other Services and Charges,Expenditures,118700,250000,0
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,116600,116600,0
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521930,Contingency/Reserve,Other Services and Charges,Expenditures,100000,500000,0
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,130200,208000,0
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,4500,4500,0
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520117,Security Equipment Services,Other Services and Charges,Expenditures,35000,35000,0
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521415,Land and Grounds Maintenance,Other Services and Charges,Expenditures,2300,2300,0
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522735,Interfund Parking - HF,Other Services and Charges,Expenditures,200,200,0
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522790,Interfund Inventory Adjustments,Other Services and Charges,Expenditures,600,600,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,17832,17832,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,11000,11000,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520605,Advertising Services,Other Services and Charges,Expenditures,40000,40000,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,3000,3000,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,2500,2500,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,9674,9674,0
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,125,125,0
2021,2306,Historic Preservatio,Special Revenue Funds,3400,Library,Human & Cultural Services,520101,Janitorial Services,Other Services and Charges,Expenditures,5300,5300,0
2021,2306,Historic Preservatio,Special Revenue Funds,3400,Library,Human & Cultural Services,520705,Insurance Fees,Other Services and Charges,Expenditures,5400,5400,0
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,2482,2482,0
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,3000,3000,0
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,2900000,2900000,0
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520740,Document Recording/Filing Fees,Other Services and Charges,Expenditures,5000,5000,0
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,40000,40000,0
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,25000,25000,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520107,Computer Info/Contr,Other Services and Charges,Expenditures,20000,20000,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520108,Information Resource Services,Other Services and Charges,Expenditures,20000,20000,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,100,100,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520515,Print Shop Services,Other Services and Charges,Expenditures,200,200,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,200,200,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520745,Third Party Collection Fees,Other Services and Charges,Expenditures,11500,11500,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520900,CIP-Cap Equip Acq.,Other Services and Charges,Expenditures,21600,21600,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,2000,2000,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,5000,5000,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,8600,8600,0
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522620,Claims & Judgments,Other Services and Charges,Expenditures,4500000,4500000,0
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520117,Security Equipment Services,Other Services and Charges,Expenditures,33800,33800,0
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,400,400,0
